Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Falinks,69.1,870,fighting,none,165,154.2,148,3765567,49.5,2495,Counter,Superpower,Megahorn,7,10,5,75000
Rotom (Mow),69.1,479,electric,grass,166.5,187.3,120,3740814,42,2495,Thunder Shock,Ominous Wind,Leaf Storm,5,7,5,75000
Squawkabilly,69.1,931,normal,flying,168.1,100.8,174,2948691,50,2231,Peck,Brave Bird,Fly,7,6,3,75000
Zarude,69.1,893,dark,grass,163.8,147,157,3781239,23.5,2491,Vine Whip,Energy Ball,Dark Pulse,6,7,20,100000
Huntail,68.8,367,water,none,172.3,159.1,132,3618598,46,2497,Water Gun,Aqua Tail,Crunch,12,15,3,50000
Mightyena (Shadow),68.8,262,dark,none,156.3,123.5,157,3031089,50,2177,Sucker Punch,Crunch,Poison Fang,7,6,1,10000
Alakazam,68.7,65,psychic,none,201.9,131,117,3094668,30,2500,Psycho Cut,Fire Punch,Shadow Ball,5,6,3,50000
Diancie,68.7,719,rock,fairy,154.6,228.5,114,4026566,35,2497,Rock Throw,Rock Slide,Moonblast,9,12,20,100000
Leafeon,68.7,470,grass,none,164.4,174,132,3776436,32,2495,Quick Attack,Leaf Blade,Last Resort*,5,7,5,75000
Mightyena,68.6,262,dark,none,156.3,123.5,157,3031089,50,2177,Sucker Punch,Crunch,Poison Fang,7,6,1,10000
Tyrantrum (Shadow),68.6,697,rock,dragon,167.6,148.7,149,3714646,29.5,2499,Dragon Tail,Crunch,Rock Tomb,4,5,5,75000
Flareon,68.5,136,fire,none,183.7,141.9,130,3389104,30,2497,Ember,Superpower*,Heat Wave*,5,5,5,75000
Bisharp,68.4,625,dark,steel,179,144.9,134,3476247,34.5,2497,Snarl,Dark Pulse,Iron Head,4,4,5,75000
Blissey,68.4,242,normal,none,104.4,144.4,397,5981326,39,2498,Zen Headbutt,Wild Charge*,Dazzling Gleam,8,10,5,75000
Exeggutor (Alolan),68.4,103,grass,dragon,173.4,122.9,169,3602554,30,2499,Dragon Tail,Seed Bomb,Draco Meteor*,4,6,3,50000
Omastar (Shadow),68.4,139,rock,water,161.9,165.8,143,3838068,36,2497,Mud Shot,Rock Slide*,Hydro Pump,5,9,5,75000
Shiinotic,68.4,756,grass,fairy,142,153.8,142,3100951,50,2104,Astonish,Moonblast,Seed Bomb,6,4,3,50000
Tauros,68.4,128,normal,none,160.1,156.2,155,3876867,40.5,2494,Tackle,Trailblaze,Horn Attack,15,12,3,50000
Entei (Shadow),68.3,244,fire,none,168.2,122.6,179,3692556,26,2498,Fire Fang,Flame Charge,Scorching Sands,9,9,20,100000
Sharpedo (Shadow),68.3,319,water,dark,216.8,82.3,157,2802942,50,2466,Waterfall,Crunch,Poison Fang,5,4,3,50000
Weavile,68.3,461,dark,ice,183,136.3,137,3416806,31.5,2500,Snarl,Avalanche,Foul Play,4,4,3,50000
Espeon,68.2,196,psychic,none,191.1,135.5,126,3263202,28.5,2499,Confusion,Psychic Fangs,Shadow Ball*,3,4,5,75000
Mesprit,68.2,481,psychic,none,160.2,163.2,149,3895842,30,2500,Confusion,Swift,Future Sight,3,5,20,100000
Shiinotic (Shadow),68.1,756,grass,fairy,142,153.8,142,3100951,50,2104,Astonish,Moonblast,Seed Bomb,6,4,3,50000
Carracosta (Shadow),68,565,water,rock,155.4,168.1,153,3995903,40.5,2498,Rock Throw,Body Slam,Ancient Power,7,9,5,75000
Weavile (Shadow),67.9,461,dark,ice,183,136.3,137,3416806,31.5,2500,Snarl,Avalanche,Foul Play,4,4,3,50000
Breloom,67.8,286,grass,fighting,193.6,124.1,134,3219249,40,2499,Force Palm,Dynamic Punch,Grass Knot*,5,5,3,50000
Groudon (Shadow),67.8,383,ground,none,174.2,147.2,137,3513730,22,2481,Mud Shot,Precipice Blades*,Fire Punch*,7,5,20,100000
Marowak (Alolan),67.8,105,fire,ghost,133.6,168.9,142,3204426,50,2075,Fire Spin,Bone Club,Shadow Bone*,4,5,3,50000
Zamazenta (Hero),67.8,889,fighting,none,169.5,161,134,3656567,24,2491,Snarl,Close Combat,Crunch,4,4,20,100000
Arboliva,67.7,930,grass,normal,166.5,150.1,150,3749548,32.5,2499,Magical Leaf,Earth Power,Trailblaze,5,5,3,50000
Dragapult,67.7,887,dragon,ghost,183.9,126,146,3383708,26,2498,Dragon Tail,Shadow Ball,Outrage,5,5,5,75000
Banette (Shadow),67.5,354,ghost,none,191.2,116.7,146,3258658,47.5,2500,Shadow Claw,Shadow Ball,Dazzling Gleam,7,7,3,50000
Kingler (Shadow),67.5,99,water,none,185.8,149.3,121,3356170,35,2498,Mud Shot*,Crabhammer,Vise Grip,6,5,3,50000
Omastar,67.5,139,rock,water,161.9,165.8,143,3838068,36,2497,Mud Shot,Rock Slide*,Hydro Pump,5,9,5,75000
Lairon (Shadow),67.4,305,steel,rock,145.4,179,142,3694731,50,2324,Metal Sound,Rock Tomb,Body Slam,7,5,1,10000
Tropius,67.4,357,grass,flying,126.9,149.6,199,3776755,50,2194,Air Slash,Leaf Blade,Brutal Swing,4,4,5,75000
Zygarde (10% Forme),67.4,718,dragon,ground,177.4,155.2,127,3496421,47,2491,Dragon Tail,Crunch,Earthquake,4,6,20,100000
Marowak (Alolan) (Shadow),67.3,105,fire,ghost,133.6,168.9,142,3204426,50,2075,Fire Spin,Shadow Bone*,Bone Club,5,4,3,50000
Rotom (Frost),67.3,479,electric,ice,166.5,187.3,120,3740814,42,2495,Thunder Shock,Thunderbolt,Blizzard,7,9,5,75000
Zoroark,67.3,571,dark,none,202.6,113.3,134,3076233,41.5,2497,Shadow Claw,Foul Play,Sludge Bomb,5,7,5,75000
Cursola,67.1,864,ghost,none,188,144.1,122,3306932,30,2495,Astonish,Night Shade,Power Gem,5,5,3,50000
Oricorio (Pom-Pom),67,741,electric,flying,171.7,132,160,3626828,47,2496,Air Slash,Air Cutter,Hurricane,4,7,3,75000
Exeggutor (Alolan) (Shadow),66.9,103,grass,dragon,173.4,122.9,169,3602554,30,2499,Dragon Tail,Seed Bomb,Draco Meteor*,4,6,3,50000
Vanilluxe,66.9,584,ice,none,169.7,152.1,142,3666347,35.5,2496,Astonish,Avalanche*,Flash Cannon,5,7,3,50000
Infernape (Shadow),66.7,392,fire,fighting,176.8,129.3,154,3520907,38,2496,Fire Spin,Close Combat,Blast Burn*,5,5,3,10000
Keldeo (Ordinary),66.7,647,water,fighting,177.4,134.8,145,3466877,24,2482,Poison Jab,Hydro Pump,Sacred Sword,11,5,20,100000
Ursaluna,66.7,901,ground,normal,161.6,125,191,3859202,24,2498,Tackle,Swift,High Horsepower*,12,20,3,50000
Vileplume (Shadow),66.6,45,grass,poison,165.7,145.7,156,3764194,42,2497,Acid,Sludge Bomb,Moonblast,7,8,3,50000
Crocalor,66.5,910,fire,none,148.7,125.2,173,3221621,50,2189,Incinerate,Crunch,Flamethrower,3,3,3,10000
Necrozma (Dusk Mane),66.5,800,psychic,steel,178.1,148.9,132,3499821,22.5,2500,Shadow Claw,Dark Pulse,Sunsteel Strike,7,9,20,100000
Sharpedo,66.5,319,water,dark,216.8,82.3,157,2802942,50,2466,Waterfall,Crunch,Poison Fang,5,4,3,50000
Simisear,66.5,514,fire,none,175.9,124,162,3534115,49.5,2497,Fire Spin,Crunch,Flamethrower,5,6,3,50000
Revavroom,66.4,966,steel,poison,174,135.4,152,3581219,32,2500,Metal Sound,Overheat,Gyro Ball,7,7,3,50000
Luxray (Shadow),66.3,405,electric,none,177.6,128.7,153,3498460,33.5,2497,Snarl,Wild Charge,Psychic Fangs*,4,3,5,75000
Braviary,66.1,628,normal,flying,172.7,120.4,174,3619092,29.5,2500,Air Slash,Fly,Close Combat,5,5,5,75000
Metang (Shadow),66.1,375,steel,psychic,128.6,160.5,142,2930096,50,1946,Fury Cutter,Psyshock,Gyro Ball,10,13,5,75000
Probopass,66.1,476,rock,steel,126,243.7,142,4361605,50,2351,Spark,Rock Slide,Zap Cannon,7,12,3,50000
Exeggutor (Shadow),66,103,grass,psychic,174.9,120.5,169,3561034,30.5,2500,Confusion,Seed Bomb,Psychic,3,4,3,50000
Heliolisk (Shadow),66,695,electric,normal,177.6,144.3,137,3510521,40.5,2498,Volt Switch,Breaking Swipe,Parabolic Charge,4,4,3,50000
Probopass (Shadow),66,476,rock,steel,126,243.7,142,4361605,50,2351,Spark,Rock Slide,Zap Cannon,7,12,3,50000
Xurkitree,65.9,796,electric,none,214,101.2,134,2902378,23,2497,Thunder Shock,Discharge,Power Whip,5,6,20,100000
Granbull (Shadow),65.8,210,fairy,none,173.4,116.4,178,3593029,42.5,2497,Charm,Close Combat,Crunch,6,6,3,50000
Jumpluff (Shadow),65.7,189,grass,flying,111.8,166.4,164,3049506,50,1850,Fairy Wind,Energy Ball,Acrobatics*,5,7,3,50000
Kangaskhan,65.7,115,normal,none,148.1,144.1,197,4201613,42,2498,Low Kick,Power-Up Punch,Outrage,5,8,3,50000
Lycanroc (Midday),65.7,745,rock,none,184.4,120.8,152,3386645,39,2500,Sucker Punch,Drill Run,Stone Edge,6,8,5,50000
Rotom,65.7,479,electric,ghost,168.1,146.2,127,3120698,50,2296,Astonish,Thunderbolt,Ominous Wind,6,5,5,75000
Inteleon,65.6,818,water,none,197.8,114.5,139,3150048,32,2497,Water Gun,Snipe Shot,Shadow Ball,12,17,3,10000
Exeggutor,65.5,103,grass,psychic,174.9,120.5,169,3561034,30.5,2500,Confusion,Seed Bomb,Psychic,3,4,3,50000
Porygon2 (Shadow),65.5,233,normal,none,157.3,151.9,165,3943391,38,2497,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Seviper,65.5,336,poison,none,177.3,111.8,161,3190279,50,2380,Poison Jab,Poison Fang,Wrap,6,7,3,50000
Sneasel (Hisuian) (Shadow),65.5,215,fighting,poison,171.4,135.3,135,3130823,50,2319,Poison Jab,Close Combat,X-Scissor,7,6,3,50000
Kingler,65.4,99,water,none,185.8,149.3,121,3356170,35,2498,Mud Shot*,Crabhammer,Vise Grip,6,5,3,50000
Meowstic (Male),65.3,678,psychic,none,152.1,152.9,163,3791459,50,2401,Confusion,Energy Ball,Thunderbolt,4,4,3,50000
Metang,65.3,375,steel,psychic,128.6,160.5,142,2930096,50,1946,Fury Cutter,Psyshock,Gyro Ball,10,13,5,75000
Ribombee,65.3,743,bug,fairy,179,135.3,142,3438449,50,2488,Fairy Wind,Dazzling Gleam,Bug Buzz,7,7,1,10000
Cherrim (Sunshine),65.2,421,grass,none,155.5,141.2,157,3445477,50,2315,Bullet Seed,Weather Ball (Fire),Solar Beam,3,7,1,10000
Carracosta,65.1,565,water,rock,155.4,168.1,153,3995903,40.5,2498,Water Gun,Body Slam,Ancient Power,12,15,5,75000
Jynx,65.1,124,ice,psychic,181.7,132.8,142,3427109,42,2499,Confusion,Avalanche,Psyshock,4,3,5,75000
Jumpluff,65,189,grass,flying,111.8,166.4,164,3049506,50,1850,Fairy Wind,Energy Ball,Acrobatics*,5,7,3,50000
Rillaboom,64.8,812,grass,none,170.2,127.5,168,3646334,27.5,2492,Razor Leaf,Drum Beating,Earth Power,9,13,3,10000
Klang,64.7,600,steel,none,138.6,158.8,142,3126820,50,2088,Metal Sound,Vise Grip,Thunderbolt,5,7,5,75000
Manectric (Shadow),64.6,310,electric,none,187,116.5,153,3333190,46,2500,Snarl,Wild Charge,Psychic Fangs,4,3,3,50000
Sneasel (Hisuian),64.6,215,fighting,poison,171.4,135.3,135,3130823,50,2319,Poison Jab,Close Combat,X-Scissor,7,6,3,50000
Houndoom,64.5,229,dark,fire,179.5,125.2,154,3461981,39.5,2495,Snarl,Foul Play,Flamethrower,4,5,3,50000
Lumineon,64.5,457,water,none,131.9,155.5,155,3178863,50,2050,Gust,Aqua Tail,Silver Wind,3,4,3,50000
Sudowoodo,64.5,185,rock,none,152.9,160.5,157,3853658,50,2428,Counter,Meteor Beam,Trailblaze,10,8,5,75000
Gligar (Shadow),64.3,207,ground,flying,132.8,167.2,149,3307998,50,2099,Wing Attack,Night Slash,Dig,5,7,5,75000
Octillery,64.3,224,water,none,173.5,129.5,160,3596341,48,2500,Lock On,Octazooka,Gunk Shot,10,15,1,10000
Togetic,64.2,176,fairy,flying,129.4,164.7,135,2877261,50,1931,Fairy Wind,Heat Wave,Dazzling Gleam,5,7,3,50000
Vigoroth,64.2,288,normal,none,146.2,134.4,172,3381166,50,2225,Counter,Body Slam,Rock Slide,6,8,5,75000
Maushold,64.1,925,normal,none,146.2,144.5,163,3444562,50,2244,Mud Shot,Swift,Crunch,4,5,1,10000
Ambipom (Shadow),64,424,normal,none,172.5,130.4,160,3598711,47,2498,Astonish,Aerial Ace,Low Sweep,5,4,3,50000
Gligar,64,207,ground,flying,132.8,167.2,149,3307998,50,2099,Wing Attack,Night Slash,Dig,5,7,5,75000
Noivern,63.9,715,flying,dragon,161.8,145.6,164,3862261,36.5,2500,Air Slash,Heat Wave,Hurricane,5,7,5,75000
Stakataka,63.9,805,rock,steel,154.1,219.1,120,4052248,28,2500,Rock Throw,Stone Edge,Bulldoze,11,9,20,100000
Lilligant (Hisuian),63.8,549,grass,fighting,172.1,139.8,151,3630902,43.5,2499,Bullet Seed,Upper Hand,Petal Blizzard,4,5,1,10000
Necrozma (Dawn Wings),63.8,800,psychic,ghost,178.1,148.9,132,3499821,22.5,2500,Shadow Claw,Dark Pulse,Moongeist Beam,7,9,20,100000
Simisage,63.8,512,grass,none,175.9,124,162,3534115,49.5,2497,Vine Whip,Grass Knot,Crunch,7,6,3,50000
Houndoom (Shadow),63.7,229,dark,fire,179.5,125.2,154,3461981,39.5,2495,Snarl,Foul Play,Flamethrower,4,5,3,50000
Mr. Rime,63.7,866,ice,psychic,165.1,147.5,155,3776434,35.5,2498,Confusion,Icy Wind,Psychic,4,4,5,75000
Ursaluna (Shadow),63.7,901,ground,normal,161.6,125,191,3859202,24,2498,Tackle,Swift,High Horsepower*,12,20,3,50000
Dartrix,63.6,723,grass,flying,131.9,129.4,168,2868127,50,1950,Peck,Brave Bird,Energy Ball,7,6,3,10000
Nihilego,63.6,793,rock,poison,163.4,144.1,162,3814902,23,2497,Poison Jab,Power Gem,Sludge Bomb,8,8,20,100000
Reuniclus,63.6,579,psychic,none,163.4,121.5,192,3811698,33,2500,Hidden Power (Fighting),Psyshock,Shadow Ball,5,7,3,50000
Tangela,63.5,114,grass,none,164.7,153.8,149,3773655,50,2497,Vine Whip,Grass Knot,Sludge Bomb,7,7,3,50000
Basculin,63.4,550,water,none,171.4,121,157,3256575,50,2363,Water Gun,Aqua Tail,Aqua Jet,12,14,1,10000
Carnivine,63.4,455,grass,none,169.7,126.9,163,3510627,50,2441,Vine Whip,Energy Ball,Crunch,6,6,5,75000
Klinklang,63.3,601,steel,none,161.4,180.3,133,3871801,39.5,2500,Metal Sound,Mirror Shot,Flash Cannon,5,9,5,75000
Musharna,63.3,518,psychic,none,146.2,141.5,206,4261551,38.5,2498,Charge Beam,Psyshock,Dazzling Gleam,4,5,3,50000
Pignite,63.3,499,fire,fighting,158,101.7,186,2987617,50,2175,Ember,Rock Tomb,Flame Charge,6,6,3,10000
Gabite (Shadow),63.2,444,dragon,ground,157.1,117.6,154,2846814,50,2119,Mud Shot,Twister,Dig,5,6,5,75000
Indeedee (Female),63.1,876,psychic,normal,156.9,163.6,155,3978595,48,2500,Extrasensory,Energy Ball,Psychic,5,6,3,50000
Necrozma,62.8,800,psychic,none,170.3,137.6,156,3655940,25,2497,Psycho Cut,Dark Pulse,Future Sight,6,8,20,100000
Vigoroth (Shadow),62.8,288,normal,none,146.2,134.4,172,3381166,50,2225,Counter,Body Slam,Rock Slide,6,8,5,75000
Beedrill (Shadow),62.3,15,bug,poison,154.6,121.8,149,2806990,50,2087,Poison Sting,X-Scissor,Drill Run*,5,5,1,10000
Stonjourner,62.2,874,rock,none,161.2,139.8,171,3852527,28.5,2493,Rock Throw,Rock Slide,Stomp,9,8,5,75000
Ambipom,62.1,424,normal,none,172.5,130.4,160,3598711,47,2498,Astonish,Aerial Ace,Return<sup>†</sup>,5,7,3,50000
Araquanid,62.1,752,water,bug,118.5,196.6,154,3587769,50,2065,Bug Bite,Water Pulse,Bubble Beam,17,14,3,50000
Chandelure,62.1,609,ghost,fire,194.4,137.1,120,3198985,28,2495,Fire Spin,Shadow Ball,Flame Charge,5,5,5,75000
Furret,62.1,162,normal,none,137,117.6,178,2868167,50,1987,Sucker Punch,Swift,Trailblaze,5,7,1,10000
Sealeo (Shadow),62.1,364,ice,water,127.7,123.5,186,2934557,50,1938,Powder Snow,Surf,Body Slam,6,5,3,50000
Beedrill,62,15,bug,poison,154.6,121.8,149,2806990,50,2087,Poison Sting,X-Scissor,Drill Run*,5,5,1,10000
Comfey,62,764,fairy,none,151.3,193.3,129,3771020,50,2392,Vine Whip,Grass Knot,Draining Kiss,7,7,3,50000
Lycanroc (Midnight),62,745,rock,none,172.5,127.9,164,3618401,36.5,2499,Counter,Psychic Fangs,Crunch,6,8,5,50000
Crabominable,61.9,740,fighting,ice,176.9,115.2,173,3524381,33.5,2497,Bubble,Ice Punch,Brick Break,4,4,3,50000
Noivern (Shadow),61.9,715,flying,dragon,161.8,145.6,164,3862261,36.5,2500,Air Slash,Heat Wave,Hurricane,5,7,5,75000
Archeops (Shadow),61.7,567,rock,flying,207.4,105.8,137,3005098,27.5,2499,Wing Attack,Ancient Power,Crunch,6,6,5,75000
Tangela (Shadow),61.7,114,grass,none,164.7,153.8,149,3773655,50,2497,Vine Whip,Grass Knot,Sludge Bomb,7,7,3,50000
Oricorio (Baile),61.6,741,fire,flying,171.7,132,160,3626828,47,2496,Air Slash,Air Cutter,Hurricane,4,7,3,75000
Lycanroc (Dusk),61.5,745,rock,none,185.4,119.2,152,3358241,38,2500,Sucker Punch,Stone Edge,Trailblaze,8,7,5,50000
Arcanine,61.4,59,fire,none,170.4,132.1,163,3668546,31,2500,Snarl,Crunch,Flamethrower,4,5,3,50000
Darmanitan (Galarian),61.4,555,ice,none,193.7,93.6,177,3209516,29.5,2498,Ice Fang,Avalanche,Superpower,8,7,3,50000
Gabite,61.4,444,dragon,ground,157.1,117.6,154,2846814,50,2119,Mud Shot,Twister,Dig,5,6,5,75000
Graveler (Alolan),61.4,75,rock,electric,150.4,150.4,135,3054278,50,2145,Volt Switch,Stone Edge,Rock Blast,4,3,1,10000
Graveler (Alolan) (Shadow),61.4,75,rock,electric,150.4,150.4,135,3054278,50,2145,Volt Switch,Stone Edge,Rock Blast,4,3,1,10000
Munchlax,61.4,446,normal,none,127.7,110.9,252,3570153,50,2139,Tackle,Body Slam,Bulldoze,12,15,5,10000
Sneasel (Shadow),61.4,215,dark,ice,171.4,135.3,135,3130823,50,2319,Ice Shard,Avalanche,Foul Play,5,4,3,50000
Reuniclus (Shadow),61.1,579,psychic,none,163.4,121.5,192,3811698,33,2500,Charm*,Psyshock,Shadow Ball,5,7,3,50000
Simipour,61.1,516,water,none,175.9,124,162,3534115,49.5,2497,Water Gun,Surf,Crunch,15,15,3,50000
Pignite (Shadow),60.9,499,fire,fighting,158,101.7,186,2987617,50,2175,Ember,Rock Tomb,Flame Charge,6,6,3,10000
Sneasel,60.9,215,dark,ice,171.4,135.3,135,3130823,50,2319,Ice Shard,Avalanche,Foul Play,5,4,3,50000
Sealeo,60.5,364,ice,water,127.7,123.5,186,2934557,50,1938,Powder Snow,Surf,Body Slam,6,5,3,50000
Araquanid (Shadow),60.3,752,water,bug,118.5,196.6,154,3587769,50,2065,Bug Bite,Bubble Beam,Water Pulse,14,17,3,50000
Cinccino,60.3,573,normal,none,176.8,121.5,164,3521915,49.5,2496,Charm,Aqua Tail,Thunderbolt,5,7,3,50000
Beheeyem,60.2,606,psychic,none,174,136.1,151,3574709,37,2498,Confusion,Rock Slide,Dark Pulse,4,4,3,50000
Sawsbuck,60.1,586,normal,grass,167.7,133.7,166,3721820,48,2498,Feint Attack,Wild Charge,Trailblaze,8,8,3,50000
Accelgor (Shadow),59.9,617,bug,none,184.3,110.1,167,3386831,45,2499,Water Shuriken,Energy Ball*,Bug Buzz,4,5,3,50000
Boltund,59.9,836,electric,none,178.1,122.7,155,3387577,50,2460,Spark,Crunch,Thunder,7,9,1,50000
Zacian (Crowned Sword),59.9,888,fairy,steel,191.6,143.4,117,3213757,18,2484,Metal Claw,Close Combat,Behemoth Blade<sup>†</sup>,7,8,20,100000
Parasect,59.7,47,bug,grass,151.3,135.3,142,2905731,50,2102,Fury Cutter,X-Scissor,Cross Poison,10,9,3,50000
Yanmega,59.7,469,bug,flying,176.3,126.4,159,3544006,32,2500,Wing Attack,Aerial Ace,Ancient Power,6,6,3,50000
Magcargo,59.6,219,fire,rock,129.4,173.1,127,2844857,50,1924,Ember,Rock Tomb,Overheat,6,7,1,10000
Sudowoodo (Shadow),59.6,185,rock,none,152.9,160.5,157,3853658,50,2428,Counter,Meteor Beam,Trailblaze,10,8,5,75000
Dunsparce,59.4,206,normal,none,122.7,120.2,201,2963150,50,1909,Rollout,Drill Run,Rock Slide,4,4,3,50000
Toxapex,59.4,748,poison,water,108.4,242,127,3331614,50,1905,Poison Jab,Brine,Sludge Wave,8,10,3,50000
Masquerain,59.1,284,bug,flying,170.4,137,156,3641528,49,2492,Air Slash,Air Cutter,Lunge,4,5,1,10000
Frosmoth,59,873,ice,bug,181.6,131.2,144,3429740,37.5,2498,Powder Snow,Icy Wind,Bug Buzz,6,8,5,75000
Wormadam (Plant),59,413,bug,grass,131.1,163.9,142,3050116,50,2005,Sucker Punch,Energy Ball,Bug Buzz,7,9,1,10000
Golem,58.8,76,rock,ground,160.6,159.1,152,3881936,32.5,2499,Mud Slap,Stone Edge,Earthquake,6,7,1,10000
Misdreavus,58.8,200,ghost,none,152.9,142,142,3084006,50,2178,Astonish,Shadow Sneak,Dark Pulse,5,5,3,50000
Bibarel (Shadow),58.7,400,normal,water,148.7,112.6,170,2847054,50,2061,Rollout,Surf,Hyper Fang,4,4,1,10000
Eldegoss,58.7,830,grass,none,137,189.9,142,3693628,50,2255,Bullet Seed,Energy Ball,Grass Knot,4,4,3,50000
Marshtomp,58.7,259,water,ground,143.7,124.4,157,2805603,50,2008,Mud Shot,Surf,Mud Bomb,5,5,3,10000
Darkrai (Shadow),58.6,491,dark,none,193.1,136.8,121,3195123,24,2484,Snarl,Shadow Ball,Dark Pulse,4,4,20,100000
Garbodor (Shadow),58.5,569,poison,none,159.8,145.7,168,3910516,47.5,2499,Infestation,Body Slam,Seed Bomb,3,4,3,50000
Glaceon,58.5,471,ice,none,175.6,156.7,129,3549966,29.5,2498,Ice Shard,Avalanche,Water Pulse*,5,5,5,75000
Archeops,58.2,567,rock,flying,207.4,105.8,137,3005098,27.5,2499,Wing Attack,Ancient Power,Crunch,6,6,5,75000
Marshtomp (Shadow),58.1,259,water,ground,143.7,124.4,157,2805603,50,2008,Mud Shot,Surf,Mud Bomb,5,5,3,10000
Rhydon,58.1,112,ground,rock,162.6,133.1,177,3829951,29,2500,Mud Slap,Stone Edge,Earthquake,6,7,3,50000
Sigilyph,58.1,561,psychic,flying,167.5,145,153,3714862,43,2494,Air Slash,Air Cutter,Ancient Power,4,5,5,75000
Braviary (Hisuian),58,628,psychic,flying,166.5,114.3,197,3751048,36,2500,Air Slash,Brave Bird,Fly,7,5,5,75000
Oricorio (Sensu),58,741,ghost,flying,171.7,132,160,3626828,47,2496,Air Slash,Air Cutter,Hurricane,4,7,3,75000
Shaymin (Sky),57.8,492,grass,flying,178.8,120.8,161,3475315,25.5,2494,Magical Leaf,Energy Ball,Grass Knot,5,5,20,100000
Garbodor,57.7,569,poison,none,159.8,145.7,168,3910516,47.5,2499,Infestation,Body Slam,Seed Bomb,3,4,3,50000
Mudbray,57.6,749,ground,none,159.7,114.3,157,2864580,50,2139,Mud Slap,Body Slam,Earthquake,4,7,3,50000
Oricorio (Pa'u),57.6,741,psychic,flying,171.7,132,160,3626828,47,2496,Air Slash,Air Cutter,Hurricane,4,7,3,75000
Unfezant,57.5,521,normal,flying,177.8,124.5,158,3497674,37,2497,Air Slash,Heat Wave,Sky Attack,5,6,1,10000
Azelf,57.4,482,psychic,none,197.5,114.8,139,3152866,28.5,2496,Confusion,Swift,Future Sight,3,5,20,100000
Bibarel,57.4,400,normal,water,148.7,112.6,170,2847054,50,2061,Rollout,Surf,Hyper Fang,4,4,1,10000
Tatsugiri (Curly),57,978,dragon,water,178.5,138.9,141,3496199,37.5,2500,Water Gun,Surf,Outrage,15,20,5,75000
Tatsugiri (Droopy),57,978,dragon,water,178.5,138.9,141,3496199,37.5,2500,Water Gun,Surf,Outrage,15,20,5,75000
Tatsugiri (Stretchy),57,978,dragon,water,178.5,138.9,141,3496199,37.5,2500,Water Gun,Surf,Outrage,15,20,5,75000
Misdreavus (Shadow),56.9,200,ghost,none,152.9,142,142,3084006,50,2178,Astonish,Shadow Sneak,Dark Pulse,5,5,3,50000
Carbink,56.8,703,rock,fairy,92.4,252.1,127,2959282,50,1658,Rock Throw,Rock Slide,Moonblast,9,12,5,75000
Mr. Mime (Galarian),56.8,122,ice,psychic,166.4,154.6,127,3267048,50,2338,Confusion,Ice Punch,Triple Axel,3,4,5,75000
Glimmora,56.4,970,rock,poison,177.4,135,147,3521446,28,2499,Rock Throw,Meteor Beam,Power Gem,12,10,3,50000
Arbok,56.3,24,poison,none,152.9,141.2,142,3065757,50,2171,Acid,Dark Pulse,Sludge Wave,7,9,3,50000
Arcanine (Hisuian),56.3,59,fire,rock,171.2,130.6,163,3645335,29.5,2500,Snarl,Rock Slide,Crunch,4,4,3,50000
Naganadel,56.2,804,poison,dragon,192.1,122.3,138,3241746,29,2496,Poison Jab,Dragon Claw,Sludge Bomb,8,8,20,100000
Rhydon (Shadow),56.1,112,ground,rock,162.6,133.1,177,3829951,29,2500,Mud Slap,Stone Edge,Earthquake,6,7,3,50000
Unfezant (Shadow),56.1,521,normal,flying,177.8,124.5,158,3497674,37,2497,Air Slash,Heat Wave,Sky Attack,5,6,1,10000
Clawitzer,56,693,water,none,173.4,142.7,145,3589465,36,2495,Water Gun,Crabhammer,Ice Beam,17,19,3,50000
Komala,56,775,normal,none,175.5,143.6,141,3553912,41.5,2499,Rollout,Payback,Bulldoze,5,4,3,50000
Azumarill,55.8,184,water,fairy,106.7,140.3,201,3010128,50,1795,Bubble,Ice Beam,Play Rough,5,6,3,50000
Darkrai,55.7,491,dark,none,193.1,136.8,121,3195123,24,2484,Snarl,Dark Pulse,Focus Blast,4,6,20,100000
Accelgor,55.6,617,bug,none,184.3,110.1,167,3386831,45,2499,Water Shuriken,Bug Buzz,Acid Spray,5,4,3,50000
Golem (Shadow),55.6,76,rock,ground,160.6,159.1,152,3881936,32.5,2499,Mud Slap,Earthquake,Stone Edge,7,6,1,10000
Volcarona,55.5,637,bug,fire,179.7,135.6,142,3459424,25,2495,Fire Spin,Overheat,Hurricane,6,6,5,75000
Maractus,55.1,556,grass,none,177.9,121.1,162,3490982,49,2498,Bullet Seed,Aerial Ace,Petal Blizzard,4,5,1,10000
Boldore,54.9,525,rock,none,158.8,132.8,157,3310452,50,2293,Mud Slap,Rock Slide,Bulldoze,5,5,3,50000
Purugly,54.9,432,normal,none,157.1,124.4,158,3087658,50,2208,Shadow Claw,Aerial Ace,Thunder,6,8,3,50000
Sunflora,54.9,192,grass,none,168.1,126,164,3474032,50,2421,Bullet Seed,Sludge Bomb,Leaf Storm,4,5,3,50000
Brionne,54.8,729,water,none,153.8,134.4,142,2935812,50,2131,Charm,Aqua Jet,Disarming Voice,5,6,3,10000
