Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Exploud (Shadow),71.1,295,normal,none,157.2,124.2,203,3963683,46.5,2497,Astonish,Crunch,Disarming Voice,5,5,1,10000
Aerodactyl (Mega),71,142,rock,flying,186.1,140.4,128,3343102,22,2498,Dragon Breath,Rock Slide,Earth Power,12,13,5,75000
Bouffalant,71,626,normal,none,153.3,150.2,177,4075470,36.5,2500,Mud Shot,Stomp,Megahorn,5,7,3,50000
Furfrou,71,676,normal,none,150.4,152.9,164,3772567,50,2387,Sucker Punch,Surf,Dark Pulse,7,8,5,75000
Gardevoir,71,282,psychic,fairy,175.6,151.6,133,3541430,29.5,2498,Confusion,Triple Axel,Shadow Ball,4,4,5,75000
Rotom (Heat),71,479,electric,fire,166.5,187.3,120,3740814,42,2495,Thunder Shock,Overheat,Thunderbolt,7,7,5,75000
Skarmory (Shadow),71,227,steel,flying,137,202.5,149,4132945,50,2383,Air Slash,Brave Bird,Sky Attack,7,6,5,75000
Cloyster,70.9,91,water,ice,153.3,217.6,122,4069878,42.5,2498,Ice Shard,Icy Wind,Hydro Pump,5,8,3,50000
Kyurem (White),70.9,646,dragon,ice,188.2,115.6,152,3306963,19.5,2500,Dragon Breath,Fusion Flare,Ice Burn<sup>†</sup>,12,15,20,100000
Zweilous,70.9,634,dark,dragon,146.2,126,160,2948691,50,2079,Dragon Breath,Body Slam,Dark Pulse,9,13,5,75000
Alakazam (Shadow),70.8,65,psychic,none,201.9,131,117,3094668,30,2500,Psycho Cut,Fire Punch,Shadow Ball,5,6,3,50000
Armaldo,70.8,348,rock,bug,172.3,142.1,148,3622735,34,2499,Fury Cutter,Rock Blast,Liquidation,10,12,3,50000
Golbat (Shadow),70.8,42,poison,flying,147.9,138.6,164,3362863,50,2234,Wing Attack,Air Cutter,Shadow Ball,5,7,1,10000
Luxray,70.8,405,electric,none,177.6,128.7,153,3498460,33.5,2497,Snarl,Wild Charge,Psychic Fangs*,4,3,5,75000
Sawk,70.8,539,fighting,none,181.2,127.7,149,3446595,35.5,2499,Low Kick,Brick Break,Body Slam,5,5,5,75000
Honchkrow (Shadow),70.7,430,dark,flying,192.4,91.1,185,3243803,38,2500,Peck,Brave Bird,Dark Pulse,7,7,3,50000
Vileplume,70.6,45,grass,poison,165.7,145.7,156,3764194,42,2497,Acid,Sludge Bomb,Moonblast,7,8,3,50000
Kyurem (Black),70.5,646,dragon,ice,188.2,115.6,152,3306963,19.5,2500,Dragon Tail,Freeze Shock<sup>†</sup>,Fusion Bolt,5,4,20,100000
Lairon,70.4,305,steel,rock,145.4,179,142,3694731,50,2324,Metal Sound,Rock Tomb,Rock Slide,7,6,1,10000
Buzzwole,70.3,794,bug,fighting,165,144.4,158,3765881,26.5,2499,Counter,Superpower,Lunge,7,8,20,100000
Groudon,70.2,383,ground,none,173.6,150.2,137,3572048,22.5,2494,Mud Shot,Precipice Blades*,Fire Punch*,7,5,20,100000
Haxorus,70.2,612,dragon,none,194.3,124.8,132,3200424,25.5,2495,Dragon Tail,Night Slash,Dragon Claw,3,5,5,75000
Crobat (Shadow),70.1,169,poison,flying,157,150.6,168,3972461,40.5,2497,Air Slash,Poison Fang,Shadow Ball,5,6,1,10000
Granbull,70,210,fairy,none,173.4,116.4,178,3593029,42.5,2497,Charm,Close Combat,Crunch,6,6,3,50000
Gothitelle (Shadow),69.9,576,psychic,none,149.5,180.2,155,4173823,48,2499,Confusion,Rock Slide,Future Sight,4,5,3,50000
Hitmonlee (Shadow),69.9,106,fighting,none,182.5,156.1,120,3417089,42,2497,Double Kick,Close Combat,Brick Break*,4,4,5,75000
Eelektross,69.8,604,electric,none,172.1,130.1,162,3627636,38,2499,Volt Switch*,Dragon Claw,Thunderbolt,4,4,1,10000
Lopunny (Mega),69.8,428,normal,fighting,189.1,151.4,115,3292990,24.5,2496,Double Kick,Triple Axel,Shadow Ball,4,5,3,50000
Crobat,69.7,169,poison,flying,157,150.6,168,3972461,40.5,2497,Air Slash,Poison Fang,Shadow Ball,5,6,1,10000
Infernape,69.7,392,fire,fighting,176.8,129.3,154,3520907,38,2496,Fire Spin,Close Combat,Blast Burn*,5,5,3,10000
Polteageist,69.7,855,ghost,none,185.1,149.3,122,3371139,30,2500,Hex,Shadow Ball,Dark Pulse,4,4,3,50000
Grapploct,69.6,853,fighting,none,167.1,138.9,160,3713731,39,2497,Waterfall,Superpower,Ice Punch,4,4,3,50000
Hitmonchan (Shadow),69.5,107,fighting,none,169.5,173.6,125,3678343,46.5,2497,Counter,Ice Punch,Thunder Punch,7,7,5,75000
Rotom (Mow),69.5,479,electric,grass,166.5,187.3,120,3740814,42,2495,Thunder Shock,Thunderbolt,Leaf Storm,7,7,5,75000
Heliolisk,69.4,695,electric,normal,177.6,144.3,137,3510521,40.5,2498,Volt Switch,Breaking Swipe,Parabolic Charge,4,4,3,50000
Banette,69.3,354,ghost,none,188.5,118.1,148,3295702,49.5,2494,Shadow Claw,Shadow Ball,Dazzling Gleam,7,7,3,50000
Gardevoir (Shadow),69.2,282,psychic,fairy,175.6,151.6,133,3541430,29.5,2498,Confusion,Triple Axel,Shadow Ball,4,4,5,75000
Marowak,69.2,105,ground,none,133.6,168.9,142,3204426,50,2075,Mud Slap,Bone Club,Rock Slide,4,5,3,50000
Marowak (Alolan),69.2,105,fire,ghost,133.6,168.9,142,3204426,50,2075,Hex,Bone Club,Flame Wheel,3,4,3,50000
Absol,69.1,359,dark,none,200.7,108.4,142,3088738,42.5,2497,Psycho Cut,Brutal Swing*,Megahorn,4,7,5,75000
Marowak (Alolan) (Shadow),69.1,105,fire,ghost,133.6,168.9,142,3204426,50,2075,Hex,Bone Club,Flame Wheel,3,4,3,50000
Diancie,69,719,rock,fairy,154.6,228.5,114,4026566,35,2497,Rock Throw,Rock Slide,Moonblast,9,12,20,100000
Hitmonchan,69,107,fighting,none,169.5,173.6,125,3678343,46.5,2497,Counter,Ice Punch,Thunder Punch,7,7,5,75000
Marowak (Shadow),69,105,ground,none,133.6,168.9,142,3204426,50,2075,Mud Slap,Bone Club,Rock Slide,4,5,3,50000
Mewtwo (Mega X),69,150,psychic,fighting,208.5,118,121,2976240,15,2497,Psycho Cut,Psystrike*,Shadow Ball*,5,6,20,100000
Porygon2,69,233,normal,none,157.3,151.9,165,3943391,38,2497,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Squawkabilly,69,931,normal,flying,168.1,100.8,174,2948691,50,2231,Peck,Brave Bird,Fly,7,6,3,75000
Sceptile (Mega),68.9,254,grass,dragon,205.5,125.9,117,3028245,22,2496,Fury Cutter,Leaf Blade,Breaking Swipe,9,13,3,10000
Meowstic (Female),68.8,678,psychic,none,152.1,152.9,163,3791459,50,2401,Confusion,Shadow Ball,Energy Ball,4,4,3,50000
Mightyena (Shadow),68.8,262,dark,none,156.3,123.5,157,3031089,50,2177,Sucker Punch,Crunch,Poison Fang,7,6,1,10000
Falinks,68.7,870,fighting,none,165,154.2,148,3765567,49.5,2495,Counter,Superpower,Megahorn,7,10,5,75000
Huntail,68.7,367,water,none,172.3,159.1,132,3618598,46,2497,Water Gun,Aqua Tail,Crunch,12,15,3,50000
Beedrill (Mega),68.6,15,bug,poison,213.1,113.1,121,2917495,27,2498,Poison Sting,Drill Run*,X-Scissor,5,5,1,10000
Flareon,68.6,136,fire,none,183.7,141.9,130,3389104,30,2497,Ember,Superpower*,Heat Wave*,5,5,5,75000
Hitmonlee,68.6,106,fighting,none,182.5,156.1,120,3417089,42,2497,Double Kick,Close Combat,Brick Break*,4,4,5,75000
Kyogre (Shadow),68.6,382,water,none,174.2,147.2,137,3513730,22,2481,Waterfall,Avalanche,Surf,5,5,20,100000
Shiinotic,68.6,756,grass,fairy,142,153.8,142,3100951,50,2104,Astonish,Moonblast,Seed Bomb,6,4,3,50000
Tsareena,68.6,763,grass,none,168.1,156.2,141,3702089,32,2497,Magical Leaf,Triple Axel,High Jump Kick*,5,6,3,10000
Mightyena,68.5,262,dark,none,156.3,123.5,157,3031089,50,2177,Sucker Punch,Crunch,Poison Fang,7,6,1,10000
Tyrantrum (Shadow),68.5,697,rock,dragon,167.6,148.7,149,3714646,29.5,2499,Dragon Tail,Meteor Beam,Rock Tomb,5,5,5,75000
Alakazam,68.4,65,psychic,none,201.9,131,117,3094668,30,2500,Psycho Cut,Fire Punch,Shadow Ball,5,6,3,50000
Octillery,68.4,224,water,none,173.5,129.5,160,3596341,48,2500,Lock On,Water Pulse,Aurora Beam,10,12,1,10000
Zarude,68.4,893,dark,grass,163.8,147,157,3781239,23.5,2491,Vine Whip,Energy Ball,Dark Pulse,6,7,20,100000
Leafeon,68.3,470,grass,none,164.4,174,132,3776436,32,2495,Bullet Seed*,Leaf Blade,Last Resort*,3,5,5,75000
Omastar (Shadow),68.3,139,rock,water,161.9,165.8,143,3838068,36,2497,Mud Shot,Rock Slide*,Rock Blast,5,5,5,75000
Tauros,68.3,128,normal,none,160.1,156.2,155,3876867,40.5,2494,Tackle,Trailblaze,Horn Attack,15,12,3,50000
Zangoose,68.3,335,normal,none,186,114.4,157,3338993,46.5,2493,Fury Cutter,Close Combat,Night Slash,12,9,3,50000
Cloyster (Shadow),68.2,91,water,ice,153.3,217.6,122,4069878,42.5,2498,Ice Shard,Icy Wind,Hydro Pump,5,8,3,50000
Bisharp,68.1,625,dark,steel,179,144.9,134,3476247,34.5,2497,Snarl,Dark Pulse,Iron Head,4,4,5,75000
Entei (Shadow),68.1,244,fire,none,168.2,122.6,179,3692556,26,2498,Fire Spin,Flame Charge,Scorching Sands,5,5,20,100000
Manectric,68,310,electric,none,187,116.5,153,3333190,46,2500,Snarl,Wild Charge,Psychic Fangs,4,3,3,50000
Mesprit,68,481,psychic,none,160.2,163.2,149,3895842,30,2500,Confusion,Swift,Future Sight,3,5,20,100000
Sharpedo (Shadow),68,319,water,dark,216.8,82.3,157,2802942,50,2466,Waterfall,Crunch,Poison Fang,5,4,3,50000
Weavile,68,461,dark,ice,183,136.3,137,3416806,31.5,2500,Snarl,Avalanche,Foul Play,4,4,3,50000
Blissey,67.9,242,normal,none,104.4,144.4,397,5981326,39,2498,Zen Headbutt,Wild Charge*,Dazzling Gleam,8,10,5,75000
Espeon,67.9,196,psychic,none,191.1,135.5,126,3263202,28.5,2499,Confusion,Psychic Fangs,Shadow Ball*,3,4,5,75000
Exeggutor (Alolan),67.9,103,grass,dragon,173.4,122.9,169,3602554,30,2499,Dragon Tail,Seed Bomb,Draco Meteor*,4,6,3,50000
Sharpedo (Mega),67.9,319,water,dark,207.1,110.3,132,3014829,28,2500,Waterfall,Crunch,Poison Fang,5,4,3,50000
Shiinotic (Shadow),67.9,756,grass,fairy,142,153.8,142,3100951,50,2104,Astonish,Moonblast,Seed Bomb,6,4,3,50000
Zamazenta (Hero),67.9,889,fighting,none,169.5,161,134,3656567,24,2491,Snarl,Close Combat,Crunch,4,4,20,100000
Lairon (Shadow),67.8,305,steel,rock,145.4,179,142,3694731,50,2324,Metal Sound,Rock Tomb,Rock Slide,7,6,1,10000
Dragapult,67.6,887,dragon,ghost,183.9,126,146,3383708,26,2498,Dragon Tail,Shadow Ball,Outrage,5,5,5,75000
Groudon (Shadow),67.5,383,ground,none,174.2,147.2,137,3513730,22,2481,Mud Shot,Precipice Blades*,Fire Punch*,7,5,20,100000
Weavile (Shadow),67.5,461,dark,ice,183,136.3,137,3416806,31.5,2500,Snarl,Avalanche,Foul Play,4,4,3,50000
Zygarde (10% Forme),67.4,718,dragon,ground,177.4,155.2,127,3496421,47,2491,Dragon Tail,Crunch,Earthquake,4,6,20,100000
Breloom,67.3,286,grass,fighting,193.6,124.1,134,3219249,40,2499,Force Palm,Dynamic Punch,Grass Knot*,5,5,3,50000
Cursola,67.3,864,ghost,none,188,144.1,122,3306932,30,2495,Astonish,Night Shade,Power Gem,5,5,3,50000
Tropius,67.3,357,grass,flying,126.9,149.6,199,3776755,50,2194,Air Slash,Leaf Blade,Brutal Swing,4,4,5,75000
Banette (Shadow),67.2,354,ghost,none,191.2,116.7,146,3258658,47.5,2500,Shadow Claw,Shadow Ball,Dazzling Gleam,7,7,3,50000
Kingler (Shadow),67.2,99,water,none,185.8,149.3,121,3356170,35,2498,Mud Shot*,Crabhammer,X-Scissor,6,5,3,50000
Omastar,67.2,139,rock,water,161.9,165.8,143,3838068,36,2497,Mud Shot,Rock Slide*,Rock Blast,5,5,5,75000
Zoroark,67.2,571,dark,none,202.6,113.3,134,3076233,41.5,2497,Shadow Claw,Foul Play,Night Shade,5,6,5,75000
Rotom (Frost),67,479,electric,ice,166.5,187.3,120,3740814,42,2495,Thunder Shock,Thunderbolt,Blizzard,7,9,5,75000
Vanilluxe,67,584,ice,none,169.7,152.1,142,3666347,35.5,2496,Astonish,Avalanche*,Flash Cannon,5,7,3,50000
Arboliva,66.8,930,grass,normal,166.5,150.1,150,3749548,32.5,2499,Magical Leaf,Earth Power,Trailblaze,5,5,3,50000
Oricorio (Pom-Pom),66.8,741,electric,flying,171.7,132,160,3626828,47,2496,Air Slash,Air Cutter,Hurricane,4,7,3,75000
Revavroom,66.8,966,steel,poison,174,135.4,152,3581219,32,2500,Metal Sound,Gunk Shot,Gyro Ball,10,7,3,50000
Simisear,66.6,514,fire,none,175.9,124,162,3534115,49.5,2497,Fire Spin,Crunch,Flamethrower,5,6,3,50000
Keldeo (Ordinary),66.5,647,water,fighting,177.4,134.8,145,3466877,24,2482,Poison Jab,Hydro Pump,Sacred Sword,11,5,20,100000
Metang (Shadow),66.5,375,steel,psychic,128.6,160.5,142,2930096,50,1946,Fury Cutter,Psyshock,Gyro Ball,10,13,5,75000
Ursaluna,66.5,901,ground,normal,161.6,125,191,3859202,24,2498,Tackle,Swift,High Horsepower*,12,20,3,50000
Vileplume (Shadow),66.4,45,grass,poison,165.7,145.7,156,3764194,42,2497,Acid,Sludge Bomb,Moonblast,7,8,3,50000
Carracosta,66.3,565,water,rock,155.4,168.1,153,3995903,40.5,2498,Water Gun,Liquidation,Body Slam,15,12,5,75000
Exeggutor (Alolan) (Shadow),66.3,103,grass,dragon,173.4,122.9,169,3602554,30,2499,Dragon Tail,Seed Bomb,Draco Meteor*,4,6,3,50000
Gligar,66.3,207,ground,flying,132.8,167.2,149,3307998,50,2099,Fury Cutter,Night Slash,Aerial Ace,9,12,5,75000
Infernape (Shadow),66.3,392,fire,fighting,176.8,129.3,154,3520907,38,2496,Fire Spin,Close Combat,Blast Burn*,5,5,3,10000
Necrozma (Dusk Mane),66.3,800,psychic,steel,178.1,148.9,132,3499821,22.5,2500,Shadow Claw,Dark Pulse,Sunsteel Strike,7,9,20,100000
Absol (Mega),66.1,359,dark,none,222.8,100.9,124,2786639,27.5,2498,Psycho Cut,Brutal Swing*,Megahorn,4,7,5,75000
Araquanid,66.1,752,water,bug,118.5,196.6,154,3587769,50,2065,Bug Bite,Water Pulse,Bug Buzz,17,20,3,50000
Pinsir (Mega),66.1,127,bug,flying,193.6,152.9,109,3226339,22,2499,Fury Cutter,Close Combat,X-Scissor,12,10,5,75000
Probopass,66.1,476,rock,steel,126,243.7,142,4361605,50,2351,Spark,Rock Slide,Zap Cannon,7,12,3,50000
Sharpedo,66.1,319,water,dark,216.8,82.3,157,2802942,50,2466,Waterfall,Crunch,Poison Fang,5,4,3,50000
Granbull (Shadow),66,210,fairy,none,173.4,116.4,178,3593029,42.5,2497,Charm,Close Combat,Crunch,6,6,3,50000
Luxray (Shadow),66,405,electric,none,177.6,128.7,153,3498460,33.5,2497,Snarl,Wild Charge,Psychic Fangs*,4,3,5,75000
Probopass (Shadow),66,476,rock,steel,126,243.7,142,4361605,50,2351,Spark,Rock Slide,Zap Cannon,7,12,3,50000
Xurkitree,66,796,electric,none,214,101.2,134,2902378,23,2497,Thunder Shock,Discharge,Power Whip,5,6,20,100000
Rotom,65.9,479,electric,ghost,168.1,146.2,127,3120698,50,2296,Astonish,Thunderbolt,Ominous Wind,6,5,5,75000
Braviary,65.8,628,normal,flying,172.7,120.4,174,3619092,29.5,2500,Air Slash,Fly,Close Combat,5,5,5,75000
Kingler,65.8,99,water,none,185.8,149.3,121,3356170,35,2498,Mud Shot*,Crabhammer,X-Scissor,6,5,3,50000
Lycanroc (Midday),65.8,745,rock,none,184.4,120.8,152,3386645,39,2500,Sucker Punch,Drill Run,Stone Edge,6,8,5,50000
Jumpluff (Shadow),65.7,189,grass,flying,111.8,166.4,164,3049506,50,1850,Fairy Wind,Energy Ball,Acrobatics*,5,7,3,50000
Kangaskhan,65.7,115,normal,none,148.1,144.1,197,4201613,42,2498,Low Kick,Power-Up Punch,Outrage,5,8,3,50000
Metang,65.7,375,steel,psychic,128.6,160.5,142,2930096,50,1946,Fury Cutter,Psyshock,Gyro Ball,10,13,5,75000
Mewtwo (Mega Y),65.6,150,psychic,none,208.4,115,121,2899635,14,2463,Psycho Cut,Psystrike*,Shadow Ball*,5,6,20,100000
Sneasel (Hisuian) (Shadow),65.6,215,fighting,poison,171.4,135.3,135,3130823,50,2319,Poison Jab,Close Combat,X-Scissor,7,6,3,50000
Heliolisk (Shadow),65.5,695,electric,normal,177.6,144.3,137,3510521,40.5,2498,Volt Switch,Breaking Swipe,Parabolic Charge,4,4,3,50000
Seviper,65.5,336,poison,none,177.3,111.8,161,3190279,50,2380,Poison Jab,Wrap,Crunch,7,7,3,50000
Exeggutor (Shadow),65.3,103,grass,psychic,174.9,120.5,169,3561034,30.5,2500,Confusion,Seed Bomb,Psychic,3,4,3,50000
Inteleon,65.3,818,water,none,197.8,114.5,139,3150048,32,2497,Water Gun,Snipe Shot,Shadow Ball,12,17,3,10000
Alakazam (Mega),65.2,65,psychic,none,222.2,131.4,96,2803931,20,2498,Psycho Cut,Shadow Ball,Fire Punch,6,5,3,50000
Porygon2 (Shadow),65.2,233,normal,none,157.3,151.9,165,3943391,38,2497,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Ribombee,65.2,743,bug,fairy,179,135.3,142,3438449,50,2488,Fairy Wind,Dazzling Gleam,Bug Buzz,7,7,1,10000
Kyogre (Primal),65,382,water,none,188.8,143.1,122,3295336,15.5,2494,Waterfall,Avalanche,Surf,5,5,20,100000
Jumpluff,64.9,189,grass,flying,111.8,166.4,164,3049506,50,1850,Fairy Wind,Energy Ball,Acrobatics*,5,7,3,50000
Klang,64.9,600,steel,none,138.6,158.8,142,3126820,50,2088,Metal Sound,Vise Grip,Thunderbolt,5,7,5,75000
Sneasel (Hisuian),64.9,215,fighting,poison,171.4,135.3,135,3130823,50,2319,Poison Jab,Close Combat,X-Scissor,7,6,3,50000
Togetic,64.9,176,fairy,flying,129.4,164.7,135,2877261,50,1931,Fairy Wind,Psyshock,Heat Wave,5,5,3,50000
Exeggutor,64.8,103,grass,psychic,174.9,120.5,169,3561034,30.5,2500,Confusion,Seed Bomb,Psychic,3,4,3,50000
Jynx,64.8,124,ice,psychic,181.7,132.8,142,3427109,42,2499,Confusion,Avalanche,Psyshock,4,3,5,75000
Sudowoodo,64.6,185,rock,none,152.9,160.5,157,3853658,50,2428,Counter,Meteor Beam,Rock Tomb,10,9,5,75000
Cherrim (Sunshine),64.5,421,grass,none,155.5,141.2,157,3445477,50,2315,Bullet Seed,Weather Ball (Fire),Solar Beam,3,7,1,10000
Houndoom,64.5,229,dark,fire,179.5,125.2,154,3461981,39.5,2495,Snarl,Foul Play,Flamethrower,4,5,3,50000
Lumineon,64.5,457,water,none,131.9,155.5,155,3178863,50,2050,Gust,Aqua Tail,Silver Wind,3,4,3,50000
Gligar (Shadow),64.4,207,ground,flying,132.8,167.2,149,3307998,50,2099,Wing Attack,Night Slash,Aerial Ace,5,6,5,75000
Manectric (Shadow),64.4,310,electric,none,187,116.5,153,3333190,46,2500,Snarl,Wild Charge,Psychic Fangs,4,3,3,50000
Chandelure,64.3,609,ghost,fire,194.4,137.1,120,3198985,28,2495,Fire Spin,Shadow Ball,Energy Ball,5,5,5,75000
Rillaboom,64.3,812,grass,none,170.2,127.5,168,3646334,27.5,2492,Razor Leaf,Drum Beating,Earth Power,9,13,3,10000
Carracosta (Shadow),64.2,565,water,rock,155.4,168.1,153,3995903,40.5,2498,Water Gun,Liquidation,Body Slam,15,12,5,75000
Crocalor,64.2,910,fire,none,148.7,125.2,173,3221621,50,2189,Incinerate,Crunch,Disarming Voice,3,3,3,10000
Araquanid (Shadow),64.1,752,water,bug,118.5,196.6,154,3587769,50,2065,Bug Bite,Water Pulse,Bug Buzz,17,20,3,50000
Ambipom (Shadow),64,424,normal,none,172.5,130.4,160,3598711,47,2498,Astonish,Aerial Ace,Low Sweep,5,4,3,50000
Maushold,64,925,normal,none,146.2,144.5,163,3444562,50,2244,Mud Shot,Swift,Crunch,4,5,1,10000
Ursaluna (Shadow),64,901,ground,normal,161.6,125,191,3859202,24,2498,Tackle,Swift,Ice Punch,12,14,3,50000
Vigoroth,64,288,normal,none,146.2,134.4,172,3381166,50,2225,Counter,Body Slam,Rock Slide,6,8,5,75000
Stakataka,63.8,805,rock,steel,154.1,219.1,120,4052248,28,2500,Rock Throw,Stone Edge,Bulldoze,11,9,20,100000
Houndoom (Shadow),63.7,229,dark,fire,179.5,125.2,154,3461981,39.5,2495,Snarl,Foul Play,Flamethrower,4,5,3,50000
Noivern,63.7,715,flying,dragon,161.8,145.6,164,3862261,36.5,2500,Air Slash,Heat Wave,Hurricane,5,7,5,75000
Dartrix,63.6,723,grass,flying,131.9,129.4,168,2868127,50,1950,Peck,Brave Bird,Energy Ball,7,6,3,10000
Meowstic (Male),63.6,678,psychic,none,152.1,152.9,163,3791459,50,2401,Confusion,Energy Ball,Psychic,4,4,3,50000
Reuniclus,63.6,579,psychic,none,163.4,121.5,192,3811698,33,2500,Charm*,Psyshock,Shadow Ball,5,7,3,50000
Basculin,63.5,550,water,none,171.4,121,157,3256575,50,2363,Water Gun,Aqua Tail,Aqua Jet,12,14,1,10000
Klinklang,63.5,601,steel,none,161.4,180.3,133,3871801,39.5,2500,Metal Sound,Mirror Shot,Flash Cannon,5,9,5,75000
Gabite (Shadow),63.4,444,dragon,ground,157.1,117.6,154,2846814,50,2119,Mud Shot,Twister,Dig,5,6,5,75000
Lilligant (Hisuian),63.4,549,grass,fighting,172.1,139.8,151,3630902,43.5,2499,Bullet Seed,Upper Hand,Petal Blizzard,4,5,1,10000
Nihilego,63.4,793,rock,poison,163.4,144.1,162,3814902,23,2497,Poison Jab,Power Gem,Sludge Bomb,8,8,20,100000
Simisage,63.4,512,grass,none,175.9,124,162,3534115,49.5,2497,Vine Whip,Grass Knot,Crunch,7,6,3,50000
Mr. Rime,63.3,866,ice,psychic,165.1,147.5,155,3776434,35.5,2498,Ice Shard,Icy Wind,Psychic,5,6,5,75000
Musharna,63.3,518,psychic,none,146.2,141.5,206,4261551,38.5,2498,Charge Beam,Psyshock,Dazzling Gleam,4,5,3,50000
Necrozma (Dawn Wings),63.3,800,psychic,ghost,178.1,148.9,132,3499821,22.5,2500,Shadow Claw,Dark Pulse,Moongeist Beam,7,9,20,100000
Pignite,63.2,499,fire,fighting,158,101.7,186,2987617,50,2175,Ember,Rock Tomb,Flame Charge,6,6,3,10000
Carnivine,63,455,grass,none,169.7,126.9,163,3510627,50,2441,Vine Whip,Energy Ball,Crunch,6,6,5,75000
Tangela,63,114,grass,none,164.7,153.8,149,3773655,50,2497,Vine Whip,Grass Knot,Sludge Bomb,7,7,3,50000
Indeedee (Female),62.9,876,psychic,normal,156.9,163.6,155,3978595,48,2500,Extrasensory,Energy Ball,Psychic,5,6,3,50000
Vigoroth (Shadow),62.8,288,normal,none,146.2,134.4,172,3381166,50,2225,Counter,Body Slam,Rock Slide,6,8,5,75000
Beedrill (Shadow),62.5,15,bug,poison,154.6,121.8,149,2806990,50,2087,Poison Sting,Drill Run*,X-Scissor,5,5,1,10000
Necrozma,62.5,800,psychic,none,170.3,137.6,156,3655940,25,2497,Psycho Cut,Dark Pulse,Future Sight,6,8,20,100000
Beedrill,62.3,15,bug,poison,154.6,121.8,149,2806990,50,2087,Poison Sting,Drill Run*,X-Scissor,5,5,1,10000
Comfey,62.2,764,fairy,none,151.3,193.3,129,3771020,50,2392,Vine Whip,Grass Knot,Draining Kiss,7,7,3,50000
Manectric (Mega),62.2,310,electric,none,195.6,130.2,125,3183719,25.5,2500,Snarl,Wild Charge,Psychic Fangs,4,3,3,50000
Stonjourner,62.2,874,rock,none,161.2,139.8,171,3852527,28.5,2493,Rock Throw,Rock Slide,Stomp,9,8,5,75000
Lycanroc (Midnight),62.1,745,rock,none,172.5,127.9,164,3618401,36.5,2499,Counter,Psychic Fangs,Crunch,6,8,5,50000
Sealeo (Shadow),62.1,364,ice,water,127.7,123.5,186,2934557,50,1938,Powder Snow,Surf,Body Slam,6,5,3,50000
Archeops (Shadow),62,567,rock,flying,207.4,105.8,137,3005098,27.5,2499,Wing Attack,Ancient Power,Crunch,6,6,5,75000
Furret,62,162,normal,none,137,117.6,178,2868167,50,1987,Sucker Punch,Swift,Brick Break,5,6,1,10000
Noivern (Shadow),62,715,flying,dragon,161.8,145.6,164,3862261,36.5,2500,Air Slash,Heat Wave,Hurricane,5,7,5,75000
Arcanine,61.8,59,fire,none,170.4,132.1,163,3668546,31,2500,Snarl,Crunch,Flamethrower,4,5,3,50000
Oricorio (Baile),61.8,741,fire,flying,171.7,132,160,3626828,47,2496,Air Slash,Air Cutter,Hurricane,4,7,3,75000
Ambipom,61.7,424,normal,none,172.5,130.4,160,3598711,47,2498,Astonish,Aerial Ace,Return<sup>†</sup>,5,7,3,50000
Crabominable,61.7,740,fighting,ice,176.9,115.2,173,3524381,33.5,2497,Bubble,Ice Punch,Brick Break,4,4,3,50000
Gardevoir (Mega),61.6,282,psychic,fairy,198.3,145.2,109,3138349,20,2498,Confusion,Shadow Ball,Triple Axel,4,4,5,75000
Gabite,61.5,444,dragon,ground,157.1,117.6,154,2846814,50,2119,Mud Shot,Twister,Dig,5,6,5,75000
Lycanroc (Dusk),61.4,745,rock,none,185.4,119.2,152,3358241,38,2500,Sucker Punch,Stone Edge,Trailblaze,8,7,5,50000
Munchlax,61.4,446,normal,none,127.7,110.9,252,3570153,50,2139,Tackle,Body Slam,Bulldoze,12,15,5,10000
Darmanitan (Galarian),61.3,555,ice,none,193.7,93.6,177,3209516,29.5,2498,Ice Fang,Avalanche,Superpower,8,7,3,50000
Graveler (Alolan) (Shadow),61.3,75,rock,electric,150.4,150.4,135,3054278,50,2145,Volt Switch,Stone Edge,Rock Blast,4,3,1,10000
Banette (Mega),61.2,354,ghost,none,213.1,116.2,118,2922059,25,2497,Shadow Claw,Shadow Ball,Dazzling Gleam,7,7,3,50000
Graveler (Alolan),61.2,75,rock,electric,150.4,150.4,135,3054278,50,2145,Volt Switch,Stone Edge,Rock Blast,4,3,1,10000
Sneasel (Shadow),61.1,215,dark,ice,171.4,135.3,135,3130823,50,2319,Ice Shard,Avalanche,Foul Play,5,4,3,50000
Tangela (Shadow),61.1,114,grass,none,164.7,153.8,149,3773655,50,2497,Vine Whip,Grass Knot,Sludge Bomb,7,7,3,50000
Accelgor,61,617,bug,none,184.3,110.1,167,3386831,45,2499,Water Shuriken,Energy Ball*,Bug Buzz,4,5,3,50000
Audino (Mega),61,531,normal,fairy,123.1,206.3,199,5053420,45,2498,Zen Headbutt,Body Slam*,Disarming Voice,6,8,3,50000
Reuniclus (Shadow),61,579,psychic,none,163.4,121.5,192,3811698,33,2500,Charm*,Psyshock,Shadow Ball,5,7,3,50000
